"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","id","bioid","name","gender","type","party"
"repbrady","148453195","RepBrady","Bob Brady","Proudly representing Pennsylvania's 1st District in House of Representatives.  Born & Raised in Philadelphia.  Fighting for Equality and Democracy.",6958,548,685,"Wed May 26 18:53:52 +0000 2010","Philly - Delco - DC","01469","B001227","Robert A. Brady","M","Congress","Democrat"
"repbrendanboyle","231108733","RepBrendanBoyle","Brendan Boyle","U.S. Congressman (D-PA-13)",1999,1509,441,"Mon Dec 27 16:31:09 +0000 2010","Montco & Philadelphia","02267","B001296","Brendan F. Boyle","M","Congress","Democrat"
"repbrianbabin","2929491549","RepBrianBabin","Brian Babin","Husband, father of 5, grandfather of 12, veteran, dentist, former mayor, and proud Texan serving the people of Texas' 36th District in the U.S. Congress.",1003,250,363,"Thu Dec 18 13:28:53 +0000 2014","","02270","B001291","Brian Babin","M","Congress","Republican"
"repbrianhiggins","33576489","RepBrianHiggins","Brian Higgins","Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/UXbxkBzmNe",13373,7418,2128,"Mon Apr 20 16:47:06 +0000 2009","WNY and Washington, DC","01794","H001038","Brian Higgins","M","Congress","Democrat"
"repbuddycarter","2973870195","RepBuddyCarter","Buddy Carter","Proudly serving Georgia's 1st Congressional District",891,187,164,"Mon Jan 12 00:33:43 +0000 2015","","02236","C001103","Earl L. ""Buddy"" Carter","M","Congress","Republican"
"repbwcoleman","2968451607","RepBWColeman","Bonnie WatsonColeman","Proudly representing New Jersey's 12th Congressional District. RT's are not endorsements.",783,344,256,"Thu Jan 08 20:18:16 +0000 2015","New Jersey ","02259","W000822","Bonnie Watson Coleman","F","Congress","Democrat"
"repbyrne","2253968388","RepByrne","Rep. Bradley Byrne","I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.",4398,3705,2404,"Thu Dec 19 19:42:18 +0000 2013","Southwest Alabama","02197","B001289","Bradley Byrne","M","Congress","Republican"
"repcardenas","1222257180","RepCardenas","Rep. Tony Cárdenas","I am proud to serve the San Fernando Valley in Congress. Follows or RT's do NOT indicate endorsement.",4139,3828,1106,"Tue Feb 26 16:12:35 +0000 2013","San Fernando Valley, CA","02107","C001097","Tony Cárdenas","M","Congress","Democrat"
"repcartwright","776664410","RepCartwright","Matt Cartwright","Proudly representing Pennsylvania's 17th Congressional District. For more information, please use my official website: http://t.co/hAzCwXG9",3723,1710,1214,"Thu Aug 23 20:05:56 +0000 2012","Moosic, PA","02159","C001090","Matt Cartwright","M","Congress","Democrat"
"repcheri","1092979962","RepCheri","Rep. Cheri Bustos","Official Twitter account of Rep. Cheri Bustos, representing the great people of the 17th District of Illinois in the U.S. House of Representatives",6480,1023,4219,"Tue Jan 15 19:15:03 +0000 2013","Washington, DC & Illinois","02127","B001286","Cheri Bustos","F","Congress","Democrat"
"repchriscollins","1058256326","RepChrisCollins","Rep. Chris Collins","Proud to represent New York’s 27th Congressional District.  Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce",3288,2283,262,"Thu Jan 03 16:55:01 +0000 2013","","02151","C001092","Chris Collins","M","Congress","Republican"
"repchrisgibson","234937222","RepChrisGibson","Chris Gibson","Congressman for New York's 19th Congressional District, Army Veteran, Member of the House Agriculture and Armed Services Committees",7756,1304,200,"Thu Jan 06 23:23:12 +0000 2011","Kinderhook, NY","02043","G000564","Christopher P. Gibson","M","Congress","Republican"
"repchrissmith","1289319271","RepChrisSmith","Rep. Chris Smith","Proud to represent the 4th Congressional District of New Jersey

https://t.co/dYj7YzIRtq",3267,362,72,"Fri Mar 22 18:03:53 +0000 2013","","01071","S000522","Christopher H. Smith","M","Congress","Republican"
"repchrisstewart","1072008757","RepChrisStewart","Rep. Chris Stewart","Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. Visit http://t.co/GUW6weAva6",3454,1329,675,"Tue Jan 08 21:08:19 +0000 2013","Utah and DC","02168","S001192","Chris Stewart","M","Congress","Republican"
"repchuck","235190657","RepChuck","Chuck Fleischmann","My official House office Twitter account. I work for the people of TN-03.",6284,1337,622,"Fri Jan 07 15:46:29 +0000 2011","Washington, D.C./TN-03","02061","F000459","Charles J. ""Chuck"" Fleischmann","M","Congress","Republican"
"repcicilline","462143773","RepCicilline","Cicilline Office","U.S. Representative for Rhode Island's First Congressional District.",2637,683,1968,"Thu Jan 12 16:26:40 +0000 2012","Pawtucket/Washington","02055","C001084","David N. Cicilline","M","Congress","Democrat"
"repcleaver","163570705","repcleaver","Rep. Emanuel Cleaver","This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.",14312,2576,667,"Tue Jul 06 19:14:47 +0000 2010","","01790","C001061","Emanuel Cleaver","M","Congress","Democrat"
"repcohen","162069635","RepCohen","Steve Cohen","Congress TN-9 Memphis. Committees: Judiciary&Transport; Supporter of civil rights/liberties/women&minority issues/animal welfare. Father of TN Educ Lottery: Dem",12801,3602,421,"Fri Jul 02 15:10:21 +0000 2010","Memphis, TN and Washington, DC","01878","C001068","Steve Cohen","M","Congress","Democrat"
"repcomstock","2933760046","RepComstock","Barbara Comstock","Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom",1422,381,502,"Sat Dec 20 15:03:37 +0000 2014","Virginia's 10th CD","02273","C001105","Barbara Comstock","F","Congress","Republican"
"repcorrinebrown","292935209","RepCorrineBrown","Corrine Brown","I have served in the U.S. House of Representatives since 1992. My district includes Jacksonville, Gainesville and Orlando.",7482,1057,262,"Wed May 04 13:48:56 +0000 2011","Jacksonville","00132","B000911","Corrine Brown","F","Congress","Democrat"
"repcuellar","210926192","RepCuellar","Rep. Henry Cuellar","Serving the 28th District of Texas in U.S. House of Representatives",9657,3210,1908,"Mon Nov 01 20:20:17 +0000 2010","Laredo, Texas / Washington DC","01807","C001063","Henry Cuellar","M","Congress","Democrat"
"repcummings","787373558","RepCummings","Elijah E. Cummings","U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I’m sworn to represent. RT's and Follows are not endorsements.",11778,2628,1417,"Tue Aug 28 16:37:01 +0000 2012","Baltimore, MD","00256","C000984","Elijah E. Cummings","M","Congress","Democrat"
"repcurbelo","2853309155","RepCurbelo","Rep. Carlos Curbelo ","Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit",2860,356,151,"Fri Oct 31 14:01:43 +0000 2014","","02235","C001107","Carlos Curbelo","M","Congress","Republican"
"repcurtclawson","2730150631","RepCurtClawson","Rep. Curt Clawson","Member of Congress (FL-19)",1448,428,66,"Wed Aug 13 19:15:51 +0000 2014","Bonita Springs, FL","02200","C001102","Curt Clawson","M","Congress","Republican"
"repdankildee","1045110018","RepDanKildee","Rep. Dan Kildee","Honored to represent Michigan's Fifth Congressional District. Born and raised in Flint. Proud husband, father and grandfather.",10302,1765,1014,"Sat Dec 29 15:05:47 +0000 2012","Michigan and Washington, D.C.","02134","K000380","Daniel T. Kildee","M","Congress","Democrat"
"repdannydavis","789244177","RepDannyDavis","Rep. Danny Davis","US House Representative for Illinois' 7th Congressional District.
Serving on the Committee on Ways and Means.
Following/retweeting does not equal endorsement.",1531,237,287,"Wed Aug 29 12:31:09 +0000 2012","Chicago, IL","01477","D000096","Danny K. Davis","M","Congress","Democrat"
"repdavejoyce","976969338","RepDaveJoyce","Dave Joyce","Father, husband, and former prosecutor proudly representing #OH14",3745,2046,2200,"Wed Nov 28 21:12:14 +0000 2012"," Washington, DC","02154","J000295","David P. Joyce","M","Congress","Republican"
"repdavetrott","2869746172","repdavetrott","Rep. Dave Trott","U.S. Representative for Michigan's 11th Congressional District.",884,89,39,"Sun Nov 09 22:42:17 +0000 2014","","02250","T000475","David A. Trott","M","Congress","Republican"
"repdavid","229197216","RepDavid","Rep David Schweikert","Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.",10990,3161,1965,"Tue Dec 21 19:48:02 +0000 2010","Arizona","01994","S001183","David Schweikert","M","Congress","Republican"
"repdavideprice","155669457","RepDavidEPrice","David E. Price","I represent NC's 4th Congressional District in Congress, which includes parts of Alamance, Orange, Durham, Wake, Harnett, Chatham & Cumberland counties.",7647,2042,2370,"Mon Jun 14 19:44:06 +0000 2010","","00930","P000523","David E. Price","M","Congress","Democrat"
"repdavidrouzer","834069080","RepDavidRouzer","David Rouzer","Congressman from North Carolina's 7th Congressional district",1067,91,323,"Wed Sep 19 20:23:15 +0000 2012","","02256","R000603","David Rouzer","M","Congress","Republican"
"repdavidscott","168673083","repdavidscott","David Scott","Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",7685,1867,1048,"Tue Jul 20 14:10:32 +0000 2010","Georgia","01722","S001157","David Scott","M","Congress","Democrat"
"repdavidvaladao","1128514404","RepDavidValadao","Rep. David Valadao","Proudly Representing California's 21st Congressional District.",3322,466,229,"Mon Jan 28 16:19:14 +0000 2013","Hanford, California","02105","V000129","David G. Valadao","M","Congress","Republican"
"repdavidyoung","314205957","RepDavidYoung","David Young (IA-3)","Official account of U.S. Congressman David Young, proudly representing the people of Iowa's 3rd District",1777,622,889,"Thu Jun 09 21:48:45 +0000 2011","#IA03","02242","Y000066","David Young","M","Congress","Republican"
"repdebdingell","2970279814","RepDebDingell","Rep. Debbie Dingell","Proudly serving the people of Michigan's 12th District with a focus on jobs, the economy, health care and education.",1663,343,567,"Fri Jan 09 19:15:50 +0000 2015","Washington, DC","02251","D000624","Debbie Dingell","F","Congress","Democrat"
"repdelbene","995193054","RepDelBene","Rep. Suzan DelBene","U.S. Congresswoman representing Washington's 1st Congressional district",6291,1621,568,"Fri Dec 07 14:40:48 +0000 2012","","02096","D000617","Suzan K. DelBene","F","Congress","Democrat"
"repdennisross","33655490","RepDennisRoss","Dennis Ross","Husband, Father, and Conservative Republican Congressman serving #FL15 Hillsborough and Polk Counties. http://t.co/IXwSnVOJw5",8637,11782,1265,"Mon Apr 20 20:43:13 +0000 2009","Central Florida and Tampa Bay","02003","R000593","Dennis A. Ross","M","Congress","Republican"
"repdennyheck","1068499286","RepDennyHeck","Denny Heck","Proudly representing #WA10 in U.S. Congress. Husband, dad, @GonzagaBulldogs fan & @Seahawks #12thMan. Advocate for veterans, family-wage jobs & economic growth.",3233,1558,783,"Mon Jan 07 14:55:36 +0000 2013","South Puget Sound, WA","02170","H001064","Denny Heck","M","Congress","Democrat"
"repderekkilmer","1058917562","RepDerekKilmer","Rep. Derek Kilmer","Representing Washington's 6th District in the House of Representatives           FB: https://t.co/byKNKNH1UP",4524,827,114,"Thu Jan 03 22:15:02 +0000 2013","","02169","K000381","Derek Kilmer","M","Congress","Democrat"
"repdesantis","1058807868","RepDeSantis","Ron DeSantis","The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!",6456,1470,1434,"Thu Jan 03 21:20:17 +0000 2013","","02116","D000621","Ron DeSantis","M","Congress","Republican"
"repdesaulnier","2968007206","RepDeSaulnier","Mark DeSaulnier","Honored to represent California's 11th Congressional District. Serving on the House Education and Workforce and Oversight and Government Reform Committees.",681,178,151,"Thu Jan 08 15:32:13 +0000 2015","Concord, CA ","02227","D000623","Mark DeSaulnier","M","Congress","Democrat"
"repdianadegette","28599820","RepDianaDeGette","Rep. Diana DeGette","Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.",14054,1558,11396,"Fri Apr 03 16:41:06 +0000 2009","Denver, CO","01479","D000197","Diana DeGette","F","Congress","Democrat"
"repdianeblack","110545675","RepDianeBlack","Diane Black","Representing Tennessee's 6th Congressional District; 
nurse, small business owner and member of @WaysandMeansGOP & Budget Committee",10824,3345,1488,"Mon Feb 01 22:58:22 +0000 2010","","02063","B001273","Diane Black","F","Congress","Republican"
"repdinatitus","122174004","repdinatitus","Dina Titus","Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. http://t.co/NhRF3LaX",6590,3447,1626,"Thu Mar 11 21:05:31 +0000 2010","Las Vegas, NV","01940","T000468","Dina Titus","F","Congress","Democrat"
"repdlamborn","584012853","RepDLamborn","Rep. Doug Lamborn","Republican Congressman for Colorado's 5th Congressional District. For regular email updates visit: https://t.co/pMJai4eGQ6",4401,1985,706,"Fri May 18 16:01:17 +0000 2012","Colorado Springs","01834","L000564","Doug Lamborn","M","Congress","Republican"
"repdonaldpayne","1155335864","RepDonaldPayne","Donald Payne Jr.","Proudly serving New Jersey's 10th Congressional District; Ranking Member Homeland Security Subcommittee on Emergency Preparedness, Response, and Communications",2756,1613,623,"Wed Feb 06 22:52:35 +0000 2013","www.facebook.com/DonaldPayneJr","02097","P000604","Donald M. Payne Jr.","M","Congress","Democrat"
"repdonnaedwards","82649553","repdonnaedwards","Rep Donna F Edwards","Congresswoman representing Maryland's 4th Congressional District",17410,2960,254,"Thu Oct 15 16:04:37 +0000 2009","Washington, D.C. ","01894","E000290","Donna F. Edwards","F","Congress","Democrat"
"repdonyoung","37007274","repdonyoung","Rep. Don Young","Merchant Marine, Teacher, State Rep, State Senator and finally Congressman for all Alaska for the last 40 years.",8705,967,600,"Fri May 01 18:31:38 +0000 2009","Ft. Yukon, AK","01256","Y000033","Don Young","M","Congress","Republican"
"repdougcollins","1060487274","RepDougCollins","Doug Collins","Working for Georgia's 9th Congressional District. Find me @HouseJudiciary when in session, beautiful #GA09 all other times.",3951,1811,760,"Fri Jan 04 13:43:55 +0000 2013","Gainesville, Georgia","02121","C001093","Doug Collins","M","Congress","Republican"
"repduckworth","1058520120","RepDuckworth","Tammy Duckworth","Official Twitter account for Tammy Duckworth's congressional office. Posts by staff unless signed - TD. For more information, visit",9007,1172,2560,"Thu Jan 03 18:59:33 +0000 2013","","02123","D000622","Tammy Duckworth","F","Congress","Democrat"
"repdwstweets","1140648348","RepDWStweets","D. Wasserman Schultz","U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.",5751,1121,1964,"Fri Feb 01 20:31:25 +0000 2013","Weston & Washington","01777","W000797","Debbie Wasserman Schultz","F","Congress","Democrat"
"repebj","168502762","RepEBJ","US Rep E.B.Johnson","Representing TX 30th Congressional District; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress",11406,5776,2021,"Mon Jul 19 14:25:48 +0000 2010","Dallas, Texas","00599","J000126","Eddie Bernice Johnson","F","Congress","Democrat"
"repedroyce","246769138","RepEdRoyce","Ed Royce","U.S. Representative Ed Royce proudly serves California's 39th Congressional District and is Chairman of the @HouseForeign Affairs Committee.",11203,1987,462,"Thu Feb 03 12:40:15 +0000 2011","Fullerton, CA & Washington, DC","00998","R000487","Edward R. Royce","M","Congress","Republican"
"repedwhitfield","234906311","RepEdWhitfield","Rep. Ed Whitfield","Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.",4766,766,771,"Thu Jan 06 21:36:56 +0000 2011","Hopkinsville, KY","01222","W000413","Ed Whitfield","M","Congress","Republican"
"repeliotengel","164007407","RepEliotEngel","Eliot Engel","Congressman representing parts of the Bronx and Westchester Counties in New York #NY16",8139,1142,598,"Wed Jul 07 20:34:17 +0000 2010","","00344","E000179","Eliot L. Engel","M","Congress","Democrat"
"reperikpaulsen","17513304","RepErikPaulsen","Rep. Erik Paulsen","Proudly serving the people of Minnesota's Third Congressional District",12049,3313,2189,"Thu Nov 20 15:28:22 +0000 2008","Minnesota's 3rd Congressional","01930","P000594","Erik Paulsen","M","Congress","Republican"
"repesty","1060984272","RepEsty","Elizabeth Esty","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",5482,2331,1263,"Fri Jan 04 17:36:04 +0000 2013","Cheshire, CT","02114","E000293","Elizabeth H. Esty","F","Congress","Democrat"
"repevanjenkins","2953713339","RepEvanJenkins","Rep. Evan Jenkins","I'm honored to represent the people of West Virginia's 3rd Congressional District in the 114th Congress.",1339,398,430,"Wed Dec 31 20:52:52 +0000 2014","West Virginia","02278","J000297","Evan H. Jenkins","M","Congress","Republican"
"repfilemonvela","1083448909","RepFilemonVela","US Rep. Filemon Vela","U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.",2972,525,208,"Sat Jan 12 16:24:06 +0000 2013","District 34, Texas","02167","V000132","Filemon Vela","M","Congress","Democrat"
"repfinchertn08","249219716","RepFincherTN08","Stephen Fincher","Congressman, Farmer, and Gospel Singer proudly serving the people of the 8th district of the great state of Tennessee.",7420,2789,1196,"Tue Feb 08 16:24:26 +0000 2011","Frog Jump, TN","02064","F000458","Stephen Lee Fincher","M","Congress","Republican"
"repfitzpatrick","237944147","RepFitzpatrick","Mike Fitzpatrick","Proudly representing #PA8 in the US House of Representatives. Husband. Dad. @Eagles fan.      #BetterJobsMoreOpportunity",8369,4557,1071,"Fri Jan 14 00:38:49 +0000 2011","Langhorne, PA","01797","F000451","Michael G. Fitzpatrick","M","Congress","Republican"
"repfleming","84620376","RepFleming","John Fleming","The Official Twitter account for the office of Congressman John Fleming M.D. (R-LA). Retweets or Mentions do not equal endorsements.",10212,1373,248,"Fri Oct 23 15:42:30 +0000 2009","Washington and Northwest, LA","01924","F000456","John Fleming","M","Congress","Republican"
"repfrankguinta","236960387","RepFrankGuinta","Rep. Frank Guinta","Proud to represent the people of New Hampshire's First Congressional District!",3922,1314,467,"Tue Jan 11 19:20:05 +0000 2011","First District - New Hampshire","02038","G000570","Frank C. Guinta","M","Congress","Republican"
"repfranklucas","242772524","RepFrankLucas","Frank Lucas","Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.",3065,463,235,"Tue Jan 25 15:24:07 +0000 2011","","00711","L000491","Frank D. Lucas","M","Congress","Republican"
"repfredupton","124224165","RepFredUpton","Fred Upton","I am proud to represent #Michigan's 6th District and serve as Chairman of @HouseCommerce",12996,2674,2905,"Thu Mar 18 17:34:35 +0000 2010","St. Joseph, Michigan","01177","U000031","Fred Upton","M","Congress","Republican"
"repfrenchhill","2953974395","RepFrenchHill","French Hill","Official account for Rep French Hill. Ninth generation Arkansan and Little Rock businessman proudly representing Arkansas's Second Congressional District. #AR2",1346,347,453,"Wed Dec 31 23:54:58 +0000 2014","Washington, DC","02223","H001072","J. French Hill","M","Congress","Republican"
"repgaramendi","88806753","RepGaramendi","John Garamendi","Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",11379,9243,9089,"Tue Nov 10 00:31:12 +0000 2009","Walnut Grove, CA","01973","G000559","John Garamendi","M","Congress","Democrat"
"repgarretgraves","2951574214","RepGarretGraves","Rep. Garret Graves","Official Twitter Page of Congressman Garret Graves (LA06)",747,161,203,"Tue Dec 30 17:51:24 +0000 2014","Washington, D.C.","02245","G000577","Garret Graves","M","Congress","Republican"
"repgarrett","960696949","RepGarrett","Scott Garrett","Representing #NJ05.  Fighting for the Constitution, to control spending, and expand liberty and opportunity.",4098,550,193,"Tue Nov 20 15:44:58 +0000 2012","","01737","G000548","Scott Garrett","M","Congress","Republican"
"repgenegreen","111635527","RepGeneGreen","Rep. Gene Green","Proudly serving the 29th Congressional District of Texas in Houston & East Harris County since 1993; Proud father of 2 & grandfather of 4; Texans & Astros fan",6830,488,258,"Fri Feb 05 16:37:13 +0000 2010","Houston, TX","00462","G000410","Gene Green","M","Congress","Democrat"
"repgoodlatte","37920978","RepGoodlatte","Bob Goodlatte","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06 #HJC114",14515,3409,342,"Tue May 05 13:18:55 +0000 2009","Roanoke, VA","00446","G000289","Bob Goodlatte","M","Congress","Republican"
"repgosar","240760644","RepGosar","Rep. Paul Gosar, DDS","Proudly representing Arizona's Fourth Congressional District.",13353,5371,3402,"Thu Jan 20 17:44:27 +0000 2011","","01992","G000565","Paul A. Gosar","M","Congress","Republican"
"repgracemeng","1051127714","RepGraceMeng","Grace Meng","Representing NY's 6th Congressional District- Parts of West, Central and Northeast Queens.",5692,2083,618,"Mon Dec 31 20:28:41 +0000 2012","","02148","M001188","Grace Meng","F","Congress","Democrat"
"repgregwalden","32010840","repgregwalden","Rep. Greg Walden","Proudly serving the people of Oregon's Second Congressional District.",11646,1421,167,"Thu Apr 16 17:31:34 +0000 2009","Oregon","01596","W000791","Greg Walden","M","Congress","Republican"
"repgusbilirakis","26051676","RepGusBilirakis","Gus Bilirakis","Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",11564,3399,1206,"Mon Mar 23 17:56:32 +0000 2009","Palm Harbor, Fla.","01838","B001257","Gus M. Bilirakis","M","Congress","Republican"
"repguthrie","1908143071","RepGuthrie","Rep. Brett Guthrie","Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District.*Official account",1383,460,576,"Thu Sep 26 14:37:17 +0000 2013","Kentucky's Second District","01922","G000558","Brett Guthrie","M","Congress","Republican"
"repgwengraham","2962681881","RepGwenGraham","Rep. Gwen Graham","Representing North Florida's Second Congressional District http://t.co/gXnjCabyW5",1404,286,620,"Mon Jan 05 20:56:23 +0000 2015","","02234","G000575","Gwen Graham","F","Congress","Democrat"
"repgwenmoore","22669526","RepGwenMoore","Gwen Moore","Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",12004,3847,563,"Tue Mar 03 20:02:57 +0000 2009","Washington, DC","01811","M001160","Gwen Moore","F","Congress","Democrat"
"rephalrogers","550401754","RepHalRogers","Hal Rogers","Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Committee @HouseAppropsGOP",5067,2155,495,"Tue Apr 10 19:59:22 +0000 2012","Somerset, KY","00977","R000395","Harold Rogers","M","Congress","Republican"
"rephankjohnson","24745957","RepHankJohnson","Rep. Hank Johnson","I fight for justice, civil rights and working people the world over.",12369,2130,521,"Mon Mar 16 18:52:49 +0000 2009","Lithonia, GA; Washington","01843","J000288","Henry C. ""Hank"" Johnson Jr.","M","Congress","Democrat"
"rephardy","2964222544","RepHardy","Rep. Cresent Hardy","Representing Nevada's 4th Congressional District - 702.912.1634 or 202.225.9894",1041,343,360,"Tue Jan 06 14:08:31 +0000 2015","","02260","H001070","Cresent Hardy","M","Congress","Republican"
"rephartzler","237763317","RepHartzler","Rep. Vicky Hartzler","I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services, Agriculture, Budget Committees",8223,3516,780,"Thu Jan 13 15:38:52 +0000 2011","Harrisonville, Missouri","02032","H001053","Vicky Hartzler","F","Congress","Republican"
"rephastingsfl","2433737761","RepHastingsFL","Alcee L. Hastings","Congressman Alcee L. Hastings represents Broward, Palm Beach, and Hendry counties in the U.S. House of Representatives.",1774,226,31,"Tue Apr 08 14:53:21 +0000 2014","Florida 20th","00511","H000324","Alcee L. Hastings","M","Congress","Democrat"
"rephensarling","18566912","RepHensarling","Jeb Hensarling","Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom.",12495,618,768,"Fri Jan 02 23:08:57 +0000 2009","Washington, D.C.","01749","H001036","Jeb Hensarling","M","Congress","Republican"
"repholding","1058460818","RepHolding"," George Holding","Official Twitter account for Congressman George Holding, representing North Carolina's 13th Congressional District.",4492,556,260,"Thu Jan 03 18:27:36 +0000 2013","","02143","H001065","George Holding","M","Congress","Republican"
"rephuffman","1071102246","RepHuffman","Rep. Jared Huffman","Congressman for California's North Coast. 
On Facebook at http://t.co/Xvh4af3Qid",4671,1133,721,"Tue Jan 08 14:52:00 +0000 2013","","02101","H001068","Jared Huffman","M","Congress","Democrat"
"rephuizenga","233949261","RepHuizenga","Rep. Bill Huizenga","I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!",9010,4695,3770,"Tue Jan 04 14:01:28 +0000 2011","2nd District, MI","02028","H001058","Bill Huizenga","M","Congress","Republican"
"rephultgren","237814920","RepHultgren","Rep. Randy Hultgren","Member of Congress proudly representing Illinois' 14th District. Serving on @HouseScience @FinancialCmte Committees. Find me on FB at http://t.co/cAzY81jGee.",7916,2790,1778,"Thu Jan 13 18:03:42 +0000 2011","","02015","H001059","Randy Hultgren","M","Congress","Republican"
"repjasonsmith","1623308912","RepJasonSmith","Rep. Jason Smith","Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.",3083,1931,772,"Fri Jul 26 16:13:03 +0000 2013","MO-08","02191","S001195","Jason Smith","M","Congress","Republican"
"repjbridenstine","1092757885","RepJBridenstine","Jim Bridenstine","Congressman Jim Bridenstine has the honor of serving Oklahoma's First Congressional District.",16007,1298,3033,"Tue Jan 15 17:33:38 +0000 2013","","02155","B001283","Jim Bridenstine","M","Congress","Republican"
"repjeffdenham","248699486","RepJeffDenham","Jeff Denham","Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU",9042,1863,1595,"Mon Feb 07 15:01:35 +0000 2011","Modesto, CA","01995","D000612","Jeff Denham","M","Congress","Republican"
"repjeffduncan","240393970","RepJeffDuncan","Rep. Jeff Duncan","Christian, husband, father, former small business owner, and Congressman for South Carolina's Third Congressional District",25891,3645,12568,"Wed Jan 19 20:45:16 +0000 2011","","02057","D000615","Jeff Duncan","M","Congress","Republican"
"repjeffries","467823431","RepJeffries","Hakeem Jeffries","Member of Congress proudly representing the 8th  District of New York",6629,1080,611,"Wed Jan 18 21:54:44 +0000 2012","","02149","J000294","Hakeem S. Jeffries","M","Congress","Democrat"
"repjerrynadler","40302336","RepJerryNadler","Congressman Nadler","Proud to represent parts of Manhattan and Brooklyn. I serve on the Judiciary and Transportation & Infrastructure committees.",8097,1191,976,"Fri May 15 18:37:39 +0000 2009","New York, NY","00850","N000002","Jerrold Nadler","M","Congress","Democrat"
"repjimcooper","22523087","repjimcooper","Jim Cooper","Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.",6967,891,373,"Mon Mar 02 14:25:32 +0000 2009","Nashville, Tennessee","00231","C000754","Jim Cooper","M","Congress","Democrat"
"repjimcosta","245451804","RepJimCosta","Rep. Jim Costa","Costa represents California's 16th District. He serves on the Agriculture & Natural Resources Committees. This account is for official use only.",3760,951,438,"Mon Jan 31 18:42:23 +0000 2011","","01774","C001059","Jim Costa","M","Congress","Democrat"
"repjimmcdermott","132201224","RepJimMcDermott","Jim McDermott","Proudly serving Washington State's 7th Congressional District",11836,1833,1300,"Mon Apr 12 15:27:16 +0000 2010","","00766","M000404","Jim McDermott","M","Congress","Democrat"
"repjimrenacci","236916916","RepJimRenacci","Rep. Jim Renacci","Serving my third term representing the great people of the 16th district of Ohio in the House of Representatives",8601,2270,646,"Tue Jan 11 17:20:35 +0000 2011","","02048","R000586","James B. Renacci","M","Congress","Republican"
"repjoebarton","19929362","RepJoeBarton","Joe Barton","I represent the 6th Congressional District of Texas.",14869,1339,110,"Mon Feb 02 20:30:20 +0000 2009","Texas and Washington, DC","00062","B000213","Joe Barton","M","Congress","Republican"
"repjoecourtney","85396297","RepJoeCourtney","Rep. Joe Courtney","U.S. Congressman (CT-2) proudly representing eastern Connecticut.http://t.co/PmI5Hh73gK",9832,3264,1768,"Mon Oct 26 19:45:09 +0000 2009","","01836","C001069","Joe Courtney","M","Congress","Democrat"
"repjoecrowley","111635980","repjoecrowley","Rep. Joe Crowley","Proudly representing New York’s 14th Congressional District. Vice Chair of @HouseDemocrats. http://t.co/y9inUi3Oyt",8468,1863,545,"Fri Feb 05 16:39:11 +0000 2010","","01604","C001038","Joseph Crowley","M","Congress","Democrat"
